見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
4月開始の職業訓練（国家資格等習得）受講生,国家資格や国家資格の受験資格を習得科目：(1)介護福祉科(2)保育科(3)応用情報科(4)製菓衛生科,,,,(1)和歌山市、広川町(2)～(4)和歌山市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認,,,,https://jsite.mhlw.go.jp/wakayama-roudoukyoku/riyousha_mokuteki_menu/kyushokuchu/201712.html,,,
第13回和歌山県民俗芸能祭,,,,3月3日（日）13:30～,県民文化会館（和歌山市）,,"1,989人（先着順）",,,会場 電話073-436-1331※各プレイガイドで整理券配布,,,,,http://www.wacaf.or.jp/culturehall/,,,
紀州っ子アドベンチャーフェスタ2019,ステージ、体験コーナー（無料）,,,2月11日（祝）10:00～15:00,和歌山ビッグ愛（和歌山市）,,,,,県青少年育成協会電話073-435-5236,,,,,http://wpyda.org/,,,
和歌山大学南紀熊野サテライト受講生,(1)大学院科目等履修生（３科目）(2)学部開放授業受講生（２科目）※科目など詳しくは要問合せ,,,(1)(2)4～9月（金曜・土曜に開講）,(1)情報交流センターBig・U（田辺市）(2)情報交流センターBig・U、新宮信用金庫5階（新宮市）,(1)大卒または同等以上の学力があると認められる方(2)18歳以上の方,(1)各10人（選考） (2)各30人（先着順）,"(1)5,000円（検定料）、10,000円（入学料）、1科目28,800円（授業料）(2)7,000円（登録料）、1科目10,000円（授業料）",郵送で所定の申込書（申込先、ウェブサイトで配布）を(1)2月28日(2)3月15日までに問合先,(1)和歌山大学学務課 学務第二係〒640-8510和歌山市栄谷930電話073-457-7805(2)和歌山大学南紀熊野サテライト〒646-0011田辺市新庄町3353-9電話0739-23-3977,,,,,http://www.wakayama-u.ac.jp/nanki-kumano/,,,
放送大学 4月入学生,心理学・福祉・経済など幅広い分野を学べる通信制大学,,,,,18歳以上 ※教養学部の科目履修生・選科履修生は15歳以上,,,,,電話、インターネットで3月1～17日までに放送大学和歌山学習センター 電話073-431-0360 ,,,,https://www.sc.ouj.ac.jp/center/wakayama/,,,
鍵盤男子アコースティックコンサート,,,,2月15日（金）18:30～,県民文化会館（和歌山市）,,324人（全席指定）(先着順),"一般4,000円、高校生以下2,800円",,,電話、インターネットで会場電話073-436-1331※各プレイガイドでも発売※未就学児入場不可。一時保育希望者は公演8日前までに要申込（有料）,,,,http://www.wacaf.or.jp/culturehall/,,,
県試験場成果発表会,(1)水産試験場(2)林業試験場(3)農業試験場・暖地園芸センター(4)うめ研究所(5)果樹試験場(6)かき・もも研究所,,,(1)2月12日（火）13:00～16:00(2)2月14日（木）13:30～16:00(3)2月19日（火）13:30～16:20(4)2月20日（水）13:30～16:00(5)2月21日（木）13:30～16:00(6)2月22日（金）13:30～16:00,(1)紀南文化会館(田辺市)(2)上富田文化会館（上富田町）(3)農業試験場(紀の川市)(4)紀伊田辺シティプラザ（田辺市）(5)果樹試験場（有田川町）※ミカンとふれあいデー同時開催 10:00～(6那賀振興局（岩出市）,,各100～200人（先着順）※当日受付,,,県庁農林水産総務課研究推進室県ウェブサイトでも掲載,,,,,https://www.pref.wakayama.lg.jp/prefg/070100/070109/index.html,,,
UIターン就農相談フェア,県内での新規就農や農業法人などへ就職を希望する方のための相談会(1)和歌山市会場（先輩就農者体験発表有）(2)御坊市会場（農業体験・体験発表有）,,,(1)2月24日（日）10:00～15:00(23月10日（日）10:00～15:00,(1）和歌山ビッグ愛（和歌山市）(2)県就農支援センター（御坊市）,,(2)の体験は10人（先着順）,,,,郵送、ファックス、Eメールで所定の申込書（申込先、ウェブサイトで配布）を(2)の体験希望者のみ2月28日までに県就農支援センター〒644-0024御坊市塩屋町南塩屋724電話0738-23-3488　ファックス0738-23-3489Eメール　e0716011@pref.wakayama.lg.jp 県ウェブサイトでも掲載,,,,https://www.pref.wakayama.lg.jp/prefg/071601/sintyakujouhou/index.html,,e0716011@pref.wakayama.lg.jp,
男女共同参画センターからのお知らせ,20周年記念 残間里江子さん講演会,,,3月3日（日）13:30～15:30,和歌山ビッグ愛（和歌山市）,,150人（先着順）,,,,郵送、電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号を（一時保育希望者は2月21日までに）県男女共同参画センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245　ファックス073-435-5247Eメール　libre@sirius.ocn.ne.jp※手話通訳、要約筆記は要予約県ウェブサイトでも掲載,,,,https://www.pref.wakayama.lg.jp/prefg/031501/index.html,,libre@sirius.ocn.ne.jp,
男女共同参画センターからのお知らせ,語り合い広場,「自己肯定感を育もう」,講師：小田裕子さん（臨床心理士）,3月1日（金）13:30～15:30,県男女共同参画センター（和歌山市）,,30人（先着順）,,,,郵送、電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号を（一時保育希望者は2月19日までに）県男女共同参画センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245　ファックス073-435-5247Eメール　libre@sirius.ocn.ne.jp県ウェブサイトでも掲載,,,,https://www.pref.wakayama.lg.jp/prefg/031501/index.html,,libre@sirius.ocn.ne.jp,
紀北青少年の家,〒649-7112　かつらぎ町中飯降1317-3電話0736-22-5530　ファックス0736-22-5531,親子キャンプ入門,キャンプについて学び、活動を通じて参加者同士の親睦を深める,3月9日（土）～10日（日）1泊2日,,親子 ,10組40人（先着順）,"1人 4,000円",2月23日まで,,,,,,http://www.kihokuseisyounen.com/ ,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352http://shirasaki.pya.jp/,白崎ヨガ教室,,3月3日（日）13:00～15:00,,高校生以上,15人（先着順）　　,"1,200円",2月17日まで,,,,,,http://shirasaki.pya.jp/ ,,,
潮岬青少年の家,〒649-3502　串本町潮岬669電話0735-62-6045　ファックス0735-62-0182http://omoshiro-yh.com/,おもしろらんど「春祭り」,地域住民の方と春祭りを開催。クラフト教室やフリーマーケットなど ,2月24日（日）10:00～16:00,,,,,,,,,,,http://omoshiro-yh.com/,,,
県立高等学校定時制・通信制課程入学,試験,出願受付：定時制＝一般出願2月22・25日、本出願3月4・5日（学力検査は3月11日、面接・実技検査などは3月12日）※成人特別措置制度あり通信制＝3月4～29日（学力検査なし、面接などを実施） ※一部の科目だけでも履修可,,,,,,,,県教育庁県立学校教育課、各高校県ウェブサイトでも掲載,,,,,https://www.pref.wakayama.lg.jp/kyouiku/soshiki/500200/index.html,,,
県農林大学校 農学部,試験,,,,,,,,,農学部電話0736-22-2203,,,,,http://www.ag-wakayama.ac.jp/,,,
